0.0001	10188.86923
0.0002	10188.86923
0.0003	10188.86923
0.0004	10188.86923
0.0005	10191.28174
0.0006	10191.28174
0.0007	10191.28174
0.0008	10191.28174
0.0009	10196.10678
0.001	10196.10678
0.0011	10196.10678
0.0012	10196.10678
0.0013	10196.10678
0.0014	10196.10678
0.0015	10196.10678
0.0016	10196.10678
0.0017	10200.93182
0.0018	10200.93182
0.0019	10200.93182
0.002	10200.93182
0.0021	10200.93182
0.0022	10200.93182
0.0023	10200.93182
0.0024	10200.93182
0.0025	10205.75685
0.0026	10205.75685
0.0027	10205.75685
0.0028	10205.75685
0.0029	10205.75685
0.003	10205.75685
0.0031	10205.75685
0.0032	10205.75685
0.0033	10205.75685
0.0034	10210.58189
0.0035	10210.58189
0.0036	10210.58189
0.0037	10210.58189
0.0038	10215.40693
0.0039	10215.40693
0.004	10215.40693
0.0041	10215.40693
0.0042	10215.40693
0.0043	10215.40693
0.0044	10215.40693
0.0045	10215.40693
0.0046	10220.23196
0.0047	10220.23196
0.0048	10220.23196
0.0049	10220.23196
0.005	10222.64448
0.0051	10222.64448
0.0052	10222.64448
0.0053	10222.64448
0.0054	10225.057
0.0055	10225.057
0.0056	10225.057
0.0057	10225.057
0.0058	10229.88204
0.0059	10229.88204
0.006	10229.88204
0.0061	10229.88204
0.0062	10229.88204
0.0063	10229.88204
0.0064	10229.88204
0.0065	10229.88204
0.0066	10229.88204
0.0067	10234.70707
0.0068	10234.70707
0.0069	10234.70707
0.007	10234.70707
0.0071	10234.70707
0.0072	10234.70707
0.0073	10234.70707
0.0074	10234.70707
0.0075	10237.11959
0.0076	10237.11959
0.0077	10237.11959
0.0078	10237.11959
0.0079	10244.35715
0.008	10244.35715
0.0081	10244.35715
0.0082	10244.35715
0.0083	10244.35715
0.0084	10244.35715
0.0085	10244.35715
0.0086	10244.35715
0.0087	10246.76967
0.0088	10246.76967
0.0089	10246.76967
0.009	10246.76967
0.0091	10246.76967
0.0092	10246.76967
0.0093	10246.76967
0.0094	10246.76967
0.0095	10246.76967
0.0096	10251.5947
0.0097	10251.5947
0.0098	10251.5947
0.0099	10251.5947
0.01	10254.00722
0.0101	10254.00722
0.0102	10254.00722
0.0103	10254.00722
0.0104	10256.41974
0.0105	10256.41974
0.0106	10256.41974
0.0107	10256.41974
0.0108	10261.24478
0.0109	10261.24478
0.011	10261.24478
0.0111	10261.24478
0.0112	10261.24478
0.0113	10261.24478
0.0114	10261.24478
0.0115	10261.24478
0.0116	10261.24478
0.0117	10261.24478
0.0118	10261.24478
0.0119	10261.24478
0.012	10261.24478
0.0121	10266.06981
0.0122	10266.06981
0.0123	10266.06981
0.0124	10266.06981
0.0125	10268.48233
0.0126	10268.48233
0.0127	10268.48233
0.0128	10268.48233
0.0129	10273.30737
0.013	10273.30737
0.0131	10273.30737
0.0132	10273.30737
0.0133	10275.71989
0.0134	10275.71989
0.0135	10275.71989
0.0136	10275.71989
0.0137	10275.71989
0.0138	10275.71989
0.0139	10275.71989
0.014	10275.71989
0.0141	10278.13241
0.0142	10278.13241
0.0143	10278.13241
0.0144	10278.13241
0.0145	10282.95744
0.0146	10282.95744
0.0147	10282.95744
0.0148	10282.95744
0.0149	10287.78248
0.015	10287.78248
0.0151	10287.78248
0.0152	10287.78248
0.0153	10287.78248
0.0154	10290.195
0.0155	10290.195
0.0156	10290.195
0.0157	10290.195
0.0158	10292.60752
0.0159	10292.60752
0.016	10292.60752
0.0161	10292.60752
0.0162	10295.02003
0.0163	10295.02003
0.0164	10295.02003
0.0165	10295.02003
0.0166	10297.43255
0.0167	10297.43255
0.0168	10297.43255
0.0169	10297.43255
0.017	10299.84507
0.0171	10299.84507
0.0172	10299.84507
0.0173	10299.84507
0.0174	10302.25759
0.0175	10302.25759
0.0176	10302.25759
0.0177	10302.25759
0.0178	10307.08263
0.0179	10307.08263
0.018	10307.08263
0.0181	10307.08263
0.0182	10307.08263
0.0183	10309.49514
0.0184	10309.49514
0.0185	10309.49514
0.0186	10309.49514
0.0187	10309.49514
0.0188	10309.49514
0.0189	10309.49514
0.019	10309.49514
0.0191	10314.32018
0.0192	10314.32018
0.0193	10314.32018
0.0194	10314.32018
0.0195	10316.7327
0.0196	10316.7327
0.0197	10316.7327
0.0198	10316.7327
0.0199	10321.55774
0.02	10321.55774
0.0201	10321.55774
0.0202	10321.55774
0.0203	10323.97025
0.0204	10323.97025
0.0205	10323.97025
0.0206	10323.97025
0.0207	10326.38277
0.0208	10326.38277
0.0209	10326.38277
0.021	10326.38277
0.0211	10326.38277
0.0212	10328.79529
0.0213	10328.79529
0.0214	10328.79529
0.0215	10328.79529
0.0216	10331.20781
0.0217	10331.20781
0.0218	10331.20781
0.0219	10331.20781
0.022	10331.20781
0.0221	10331.20781
0.0222	10331.20781
0.0223	10331.20781
0.0224	10336.03285
0.0225	10336.03285
0.0226	10336.03285
0.0227	10336.03285
0.0228	10336.03285
0.0229	10336.03285
0.023	10336.03285
0.0231	10336.03285
0.0232	10340.85788
0.0233	10340.85788
0.0234	10340.85788
0.0235	10340.85788
0.0236	10345.68292
0.0237	10345.68292
0.0238	10345.68292
0.0239	10345.68292
0.024	10345.68292
0.0241	10345.68292
0.0242	10345.68292
0.0243	10345.68292
0.0244	10345.68292
0.0245	10350.50796
0.0246	10350.50796
0.0247	10350.50796
0.0248	10350.50796
0.0249	10350.50796
0.025	10350.50796
0.0251	10350.50796
0.0252	10350.50796
0.0253	10355.33299
0.0254	10355.33299
0.0255	10355.33299
0.0256	10355.33299
0.0257	10360.15803
0.0258	10360.15803
0.0259	10360.15803
0.026	10360.15803
0.0261	10360.15803
0.0262	10360.15803
0.0263	10360.15803
0.0264	10360.15803
0.0265	10362.57055
0.0266	10362.57055
0.0267	10362.57055
0.0268	10362.57055
0.0269	10364.98307
0.027	10364.98307
0.0271	10364.98307
0.0272	10364.98307
0.0273	10364.98307
0.0274	10367.39558
0.0275	10367.39558
0.0276	10367.39558
0.0277	10367.39558
0.0278	10369.8081
0.0279	10369.8081
0.028	10369.8081
0.0281	10369.8081
0.0282	10372.22062
0.0283	10372.22062
0.0284	10372.22062
0.0285	10372.22062
0.0286	10377.04566
0.0287	10377.04566
0.0288	10377.04566
0.0289	10377.04566
0.029	10377.04566
0.0291	10377.04566
0.0292	10377.04566
0.0293	10377.04566
0.0294	10379.45818
0.0295	10379.45818
0.0296	10379.45818
0.0297	10379.45818
0.0298	10381.87069
0.0299	10381.87069
0.03	10381.87069
0.0301	10381.87069
0.0302	10381.87069
0.0303	10386.69573
0.0304	10386.69573
0.0305	10386.69573
0.0306	10386.69573
0.0307	10386.69573
0.0308	10386.69573
0.0309	10386.69573
0.031	10386.69573
0.0311	10391.52077
0.0312	10391.52077
0.0313	10391.52077
0.0314	10391.52077
0.0315	10391.52077
0.0316	10391.52077
0.0317	10391.52077
0.0318	10391.52077
0.0319	10393.93329
0.032	10393.93329
0.0321	10393.93329
0.0322	10393.93329
0.0323	10396.3458
0.0324	10396.3458
0.0325	10396.3458
0.0326	10396.3458
0.0327	10398.75832
0.0328	10398.75832
0.0329	10398.75832
0.033	10398.75832
0.0331	10403.58336
0.0332	10403.58336
0.0333	10403.58336
0.0334	10403.58336
0.0335	10403.58336
0.0336	10403.58336
0.0337	10403.58336
0.0338	10403.58336
0.0339	10403.58336
0.034	10408.4084
0.0341	10408.4084
0.0342	10408.4084
0.0343	10408.4084
0.0344	10408.4084
0.0345	10408.4084
0.0346	10408.4084
0.0347	10408.4084
0.0348	10413.23343
0.0349	10413.23343
0.035	10413.23343
0.0351	10413.23343
0.0352	10415.64595
0.0353	10415.64595
0.0354	10415.64595
0.0355	10415.64595
0.0356	10420.47099
0.0357	10420.47099
0.0358	10420.47099
0.0359	10420.47099
0.036	10422.88351
0.0361	10422.88351
0.0362	10422.88351
0.0363	10422.88351
0.0364	10422.88351
0.0365	10425.29603
0.0366	10425.29603
0.0367	10425.29603
0.0368	10425.29603
0.0369	10427.70854
0.037	10427.70854
0.0371	10427.70854
0.0372	10427.70854
0.0373	10432.53358
0.0374	10432.53358
0.0375	10432.53358
0.0376	10432.53358
0.0377	10432.53358
0.0378	10432.53358
0.0379	10432.53358
0.038	10432.53358
0.0381	10437.35862
0.0382	10437.35862
0.0383	10437.35862
0.0384	10437.35862
0.0385	10437.35862
0.0386	10437.35862
0.0387	10437.35862
0.0388	10437.35862
0.0389	10442.18365
0.039	10442.18365
0.0391	10442.18365
0.0392	10442.18365
0.0393	10442.18365
0.0394	10442.18365
0.0395	10442.18365
0.0396	10442.18365
0.0397	10442.18365
0.0398	10447.00869
0.0399	10447.00869
0.04	10447.00869
0.0401	10447.00869
0.0402	10451.83373
0.0403	10451.83373
0.0404	10451.83373
0.0405	10451.83373
0.0406	10451.83373
0.0407	10451.83373
0.0408	10451.83373
0.0409	10451.83373
0.041	10454.24625
0.0411	10454.24625
0.0412	10454.24625
0.0413	10454.24625
0.0414	10456.65876
0.0415	10456.65876
0.0416	10456.65876
0.0417	10456.65876
0.0418	10459.07128
0.0419	10459.07128
0.042	10459.07128
0.0421	10459.07128
0.0422	10461.4838
0.0423	10461.4838
0.0424	10461.4838
0.0425	10461.4838
0.0426	10461.4838
0.0427	10466.30884
0.0428	10466.30884
0.0429	10466.30884
0.043	10466.30884
